Cognition|centaur|male|Xanth, Centaur Isle||is a learned historian.|38|
Coinroy|human|male|Xanth||is a temporary imaginary friend created by ^Olive Hue^. He collects coins. He delayed ^S R Sheperd^.|33|
Colby|cockatrice|male|Xanth, Playground Storage||was tamed by ^Astrid (FP)^ and is now ally of the Pack.|39|
Colorado|human|male|Xanth, Region of Water|changing color with temperature|is the proprietor of the Sleep Inn.|40|
Colt|human|male|Xanth|throwing snow fakes||29|
Com Fuse|machine||Ptero|changing the reality of intelligibility, it thinks||24|
Com Ma|machine||Ptero|changing the reality of punctuation||24|
Com Mute|machine||Ptero|changing the reality of travel||24|
Com Panion|machine|female|Xanth; Counter-Xanth, Mount Pinafore|changing her local reality|is set up in Mount Pinafore in Counter-Xanth to talk with Mount Pinatuba.|28|
Com Passion|machine|female|Xanth|changing her local reality|is a computer, similar to Com Pewter, but she is friendly because a love spring runs through her cave. Her mouse is ^Terian^.|21, 22, 23, 24, 25, 26, 28, 38|
Com Pewter|machine|male|Xanth|changing his local reality|was built for the Muses of Parnassus by ^Maiden Japan^ to assist them by recording reality. However, he was misdesigned so that he remakes reality within the confines of his cave. He was once considered an evil machine. In one instance, he made a deal with ^Murphy^ and ^Vadne^ that he would help them escape to Mundania in exchange for the service of their first born son, ^Grey^. He sent ^Sending^ to Mundania so that ^Ivy^ could bring Grey into Xanth. ^Tristan (HC)^ is his mouse who he forced to marry ^Tacy^. ^Lacuna^ reprogrammed him to be a nice machine and freed Grey.::When it wants to travel Xanth, it takes the form of Pewter, an android, with faces made on his head screen and a mechanical voice.|9, 12, 14, 16, 17, m18, 19, m20, 22, 23, 25, 26, 28, 29, m30, m31, m32, m33, m34, m36, M38, 39|
Com Plication|human|male|Xanth Reality 2 (SN)|crashing into things, and then they crash too|visited the Promenade Glade.|30|
Com Ponent|machine|male|Xanth|changing his local reality|gave ^Breanna^ a cookie.|25|
Com Pound|machine|male|Xanth, Mount Pinatuba|changing his local reality|is set up in Mount Pinatuba to communicate with Mount Pinafore.|28|
Com Pulsion|machine||Ptero|changing the reality of visitors who do not want to stay||24|
Com Rad|machine||Ptero|changing the reality of friendship||24|
Com-Bat|bat|male|Xanth, Mount Pinatuba||is a guardian of Mount Pinatuba. He is a very aggressive bat in a cave labeled COM.|20, 27|
Com-Pete|serpent|male|Xanth, Mount Pinatuba||is a guardian of Mount Pinatuba.|27|
Comealong|golem|female|Xanth||was created by Sherlock out of reverse-wood.|28|
Con|troll|male|Xanth Reality 3 (GWITS)||is the proprietor of a castle where the Book of Lost Answers was found.|41|
Con Tractor|human|male|Xanth|undertaking projects||34|
Conan the Librarian|ogre|male|Xanth||is exceptionally strong. He can squeeze a dictionary into one word. ^Okra^ attended his wedding.|m15|
Conspir Ant|ant|male|Xanth, PiqueAnt Hill||was conspiring against the Queen in Xanth Reality Six.|30|
Consult Ant|ant|male|Xanth|||m32|2
Contest Ant|ant|male|Xanth|||m32|2
Contrary|alicentaur|male|Ptero|||21|
Contumelo|curse fiend|male|Xanth, Gateway Castle||is an infuriatingly arrogant playmaster.|17|
Conun|human|male|Xanth||is a drummer with conun drums.|27|
Convers Ant|ant|male|Xanth|||32|2
Cook|human|female|Xanth||is a character in "The Princess and the Hog" written by ^Goar^ and played by ^Mera^.|41|
Copper|demon|male|Xanth||is a demon patrolman with coppery skin. He works with ^Blue Steel^.|2|
Corny|unicorn|female|Xanth||Her horn is made of a corn cob.|40|
Corona|human|female|Xanth Reality 6|converting Xanthian trees to Mundanian trees and vice-versa||30|
Correspond Ant|ant|male|Xanth|||32|2
Cory|human|female|Xanth|sidestepping into the next realm|sidesteps with ^Tessa^. ^Diamond^ stayed with them until she left with ^Cube^.|26, M27, 28, m30|
Courtney|human|female|Xanth Reality 6|making anything grow on a tree||30|
Cowardly Scion|human|male|Xanth||is a character in "The Lizard of Waz" written by ^Goar^ and played by ^Dolin^.|41|
Cowslip|elf|female|Xanth, Region of the Elves||lost the Accommodation Spell to ^Bluebell^.|m8|
Crabapple|crossbreed|female|Xanth||is a member of ^Cyrus (TTTF)'s^ troupe. She is a very beautiful crab/human crossbreed with crab pincers for arms.|M32|
Crater|human|male|Xanth|misplacing rs in words|is the proprietor of the Bra and Girll.|33|
Craven|goblin|male|Xanth, Gap Chasm||is a sub-chief.|3|
Crawling Banks|ogre|male|Xanth||was a prospective husband for ^Okra^ in the opinion of her aunt ^Fannie^. He is an extremely dumb ogre.|m15|
Crescendo|human|male|Ptero|making music from anything touched|was in Limbo until his talent was named.|21|
Cri Sis|human|female|Xanth|handling difficult situations||m38|
Cricket|human|female|Xanth|producing music by rubbing her hands|is a child traveler on the Acquaintance Ship, a fairy boat, on the Fanta Sea.|28|
Criss Cross|human||Xanth|searching an area and cataloging everything there||34|
Crombie|human|male|Xanth, Good Magician's Castle|direction, can point to anything|was neglected by his parents who were busy training ^Trent^ and ^Iris^. He went looking for a new parent and found ^Metria^. She spoiled him; but when she abandoned him, he began hating all women. He became a soldier. His marriage to Jewel has only modified his misogyny a little. ^Missile Toe^ was his monster under the bed.|1, M2, m3, 4, m5, m6, m7, m9, 14, 17, m23, m24|
Crony|human|male|Xanth|||m21|
Crool|goblin|male|Xanth, Gap Chasm||is aggressive.|3|
Crown-Of-Thorns|elf|male|Xanth, Region of the Elves|||8|
Crunch|ogre|male|Xanth||became a vegetarian who does not eat humans after he was cursed when he "rescued" a curse fiend actress dressed as an ogress from danger that was actually staged. However, the two became smitten.|2, 3, m4, m5, 10, 14|
Cry Sis|human|female|Xanth|||39|
Crymea River|human|female|Xanth|building a bridge and getting over it||35|
Crystal (CE)|human|female|Xanth|seeing ourselves as others see us|was a passenger on the Trollway train.|28|
Crystal (YIW)|human; alicentaur|female|Xanth||was transformed from a human into an alicentaur. She is a friend of ^Chena^.|20|
Cube|human|female|Xanth|summoning and controlling nicklepedes|is plain in appearance. She was 20 years old she first appeared. She only wants to be beautiful, so goes to the Good Magician who sends her on a Quest which will make her beautiful. She has gumption. She borrowed ^Silhouette's^ body during her quest. ^Cory^ and ^Tessa^ helped her sidestep into other realms, including Counter Xanth. ^Diamond^ left Cory and Tessa to travel with her. She and Diamond were woken in the Peace Forrest by ^Lucidia Fieldspur^, ^Tala^, and ^Oceanna^. She has traveled to Phaze.|M27, 28|
Curmudgeon|cloud||Mundania||was mentioned by ^Arjayess^.|m26|
Curt|human|male|Xanth||is a curtly speaker.|18|
Curtis (AA)|human|male|Xanth|not being able to finish what he starts||31|
Curtis (DDD)|curse fiend|male|Xanth, Gateway Castle||is a representative of the Curse Fiends, or Friends as they prefer. He is looking for neighbors to colonize the fringe of Lake Ogre-Chobee. He is a member of ^Cyrus (TTTF)'s^ troupe. ^Ray (TTTF)^ was assigned to him while he was in Castle Rock Candy.|16, M32|
Curvia|centaur|female|Xanth, Centaur Isle||was the hostess for the group while they were on Centaur Isle. She has lustrous brown hair and is buxom.|38|
Cutbait|fish||Xanth||is a fissure fish, a submarine sand witch.|26|
Cutter|human|male|Xanth|being cut to pieces but not hurt||36|
Cy|centaur|male|Xanth|generating a clone of himself|was working with ^Christopher^. He is shy and pacifistic, but his clone is violent.|23|
Cylla Cybin|human|female|Xanth|making others hallucinate||40|
Cynthia|human; alicentaur|female|Xanth, North Village|children accepting her as a parent, apparent|was transformed from a young human woman into an alicentaur by Magician ^Trent^ during his coup against King ^Aeolus^ when she was 16 years old. She was preserved in ^Brain Coral^ Pool for seventy-two years. When she left the pool, she found out about Che, who was 8 years old, and the other alicentaurs. She took youth elixir to youthen her to 8 years old as well. ^Zilche^ led her to the Ring of Water for the Swell Foop. She became host of Demon ^Saturn^ who was assigned the emotion of joy. She is married to Che in the main Xanth reality and Xanth Reality One and Umlaut in Reality Two.|M17, 18, 19, 20, m22, M25, m28, 29, 30|
Cyrus (NM)|merfolk, fresh|male|Xanth||is like his mother, he can change his lower body from legs to a tail at will.|m6, M16, 19, m21|
Cyrus (TTTF)|cyborg|male|Xanth|changing one thing in a person's memory|has an electronic brain and iron bones but is otherwise human. ^Don Donkey^ is his electronic steed.::He leads a theater troupe that includes ^Acro^, ^Crabapple^, ^Curtis (DDD)^, ^D. Kay^, ^Dragon Lady (TTTF)^, ^Gnonenity^, ^Guise^, ^Jim^, ^Lady Bug^, ^Sand Witch (TTTF)^, ^Shaunna^, and ^Xina^. ^Gole^ was assigned to him while he was in Castle Rock Candy. He was exiled to Counter Xanth for six years in 1108 for his illicit relationship with Rhythm.|M32, m36, 37, 38, m41|
D. Base|demon|female|Xanth||was a student in ^Grossclout's^ class.|26|
D. Cease|crossbreed|male|Xanth|killing things temporarily|is a half demon.|27|
D. Ceased|demon|male|Xanth|||37|
D. Ceit|demon|female|Xanth||was a student in ^Grossclout's^ class.|26|
D. Ceive|demon|female|Xanth||was a student in ^Grossclout's^ class.|25|
D. Cent|demon|female|Xanth|||27|
D. Claire|demon||Xanth|||22|
D. Feat|demon||Xanth||is unlucky in love.|m28|
D. Fiant|demon|male|Xanth; Gourd|dematerializing at will|ia large, muscular, and fat with an unkempt beard and a barbed tail. He was obsessed with ^Tandy^ and badgered her incessantly until ^Smash^ tricked him into the Gourd.|5, m14|
D. Flower (LOTD)|demon|male|Xanth||is the proprietor of Kiss Mee Spa where he deflowers innocent girls.|36|
D. Flower (SF)|demon|male|Xanth||was mentioned in passing by ^Breanna^ and ^Xeth^.|m25|
D. Funct|demon||Xanth|shutting everything down||24|
D. Ire|demon|male|Xanth||is the object of D's ire.|32|
D. Jessica|demon|female|Xanth||is the make-believe name for the person assigning talents to adults who came from Mundania.|m30|
D. Kay|crossbreed|female|Xanth||is a member of ^Cyrus (TTTF)'s^ troupe|M32|
D. Lete|demon|male|Xanth||was a student in ^Grossclout's^ class. He lost his talent to Kim Mundane.|m25, 27|
D. Lirious|demon|female|Xanth|||28|
D. Louse|demon||Xanth|||27|
D. Lusion|demon|female|Hell||is the ex-girlfriend of Beauregard. She used delusion to entice ^Hugo^ and ^Random Factor^ to stay in Hell.|31, m34|
D. Mean|demon||Xanth|||28|
D. Mension|demon|male|Xanth|||m37|
D. Mention|demon|male|Xanth|||m37|
D. Mise|demon||Xanth|||28|
D. Molish|demon||Xanth||was mentioned in passing by ^Breanna^ and ^Xeth^.|m25, m28|
D. Mystify|demon|female|Xanth|||27|
D. Port|demon||Xanth|||27|
D. Pose|demon|male|Xanth||was a suitor of ^Harmony^. He wanted to take over the kingdom from within by marrying her. She gave him a mini bottle where he can camp. He took the Ring of Power.|M36|
D. Pression|demon|female|Xanth|causing depression to those around her||27|
D. Sire (CE)|demon|male|Xanth|||m28|
D. Sire (FAG)|demon|female|Xanth||is a beautiful demoness who incites desire in men. She is a friend of ^Mentia^.|21|
D. Sist (CuR)|crossbreed|female|Xanth|stopping things|is a half demon.|27|7
D. Sist (WTC)|demon|female|Xanth|||35|17
D. Spare|demon|male|Xanth, Isle of Fellowship|||24|
D. Spise|demon|male|Xanth, Isle of Fellowship|||24|
D. Stroy|demon||Xanth|||28|
D. Tain|demon|male|Xanth, Isle of Fellowship|||24|
D. Termined|demon|female|Xanth|||27|
D. Test|demon|male|Xanth||made a trade with ^Anomy^ for his soul.|24|
D. Va|demon|female|Xanth|||27|
D. Viate|demon||Xanth|||27, 28|
D. Vice|demon||Xanth|||30|
D. Vious|demon||Xanth|||27|
D. Volve|demon||Xanth|||27|
D. Voted|demon|male|Xanth, Isle of Fellowship|||24|
D. Zaster|demon||Xanth|||28|
DDT|demon|male|Xanth||is killing mosquitoes.|m35|
DUI|demon|male|Xanth||is chronically drunk.|m35|
Dafrey|crossbreed|male|Xanth|||m14, m15, 25|
Dagger|tattoo|male|Xanth, Mount Parnassus||is a tattoo of a dragon on ^Emell's^ shoulder who went to get help.|28|
Dale|human|male|Xanth|knocking the socks off people||m32|
Damien|human|male|Xanth||was an agent of ^Ragna^ Roc.|32|
Dan|human|male|Xanth|copying talents but not as strong as the originals|gave his stink horn talent to Anthony Liaw.|35|
Dana|demon|female|Xanth|||14, 15, m26|
Dance Knight|human|male|Xanth, Punic Curse||dances in his armor.|m38|5
Daniel|human|male|Xanth|talking to the wind and it obeys||m25|
Danielle|wericorn|female|Xanth||has dirty blond hair and dark blue eyes when she is human, and a blue hide and horn when she is a unicorn. ^Pebbl^ found her and sent her to provide a ride for ^Clio^ and ^Sherlock^. She carried Clio.|28|
Dara|demon|female|Xanth||has a soul and a conscience. Humfrey calls her Dana, and she never bothered to correct him, who is befuddled as it is. She married Humfrey after he became King of Xanth, but left him right after Dafrey was delivered since most of the soul she had went to him. She had a few pieces of soul left, so emulated Maiden Taiwan and summoned Matt a Door. When he was delivered, she abandoned him. Over time she regained bits of soul and a conscience again.|14, 15, 17, m19, m25, m26, 28, 29, m32, 35, 37, 38, 41|
Darius|human|male|Hlahtar||is from the <i>Mode</i> series. ^Metria^ tried to seduce him when he visited Xanth.|m14|
Darren|human|male|Xanth|making one thing into another|was a young boy who helped ^Gwendolyn^, ^Che^, and ^Jenny (IOV)^ on their way to Nameless Castle.|15, m28|
Darron|human|male|Xanth|endowing inanimate objects with magical properties||28|
Dastard|human|male|Xanth|||M24, m25, m28|
Data Bone|crossbreed|female|Xanth, Caprice Castle||is a calculating female. ^Kelei^ is her nanny in Xanth, and ^Jody^ is her nanny on Ptero.|36, 37, 38, 39, 41|
Dave (ED)|human|male|Xanth|calling fish||37|
Dave (SN)|human|male|Xanth Reality 2 (SN)|looking at things from different angles|visited the Promenade Glade.|30|
David Baldwin|human|male|Mundania, Miami, FL||is the first child of Mary Baldwin by her first husband. ^Midrange^ was his pet. He was 12 years old when he first came to Xanth. He has blond hair and brown eyes that turned a yellow green by the sight of ^Chlorine's^ panties. He aligned himself with Demon ^Earth^, so Earth could associate with Jaylin who is aligned with Demon ^Fornax^.|M20, m23, 25, 28|
David Scalise|human|male|Moondania|||31|
Davina|human|female|Xanth, Isle of Women||looks like the neighbor woman.|22|
Dawn|human|female|Xanth, Castle Roogna; Xanth, Caprice Castle|knowledge of the animate, telling anything about any living thing|had light golden hair that changed to bright red with green eyes and plays an ocarina, though she told Hapless she did not play an instrument. ^Octo Puss^ was her childhood pet with Eve.|15, m18, m19, 20, M21, 22, m24, m26, 29, m30, m32, M33, m34, M35, 36, 37, 38, 39, 40, M41|
Day Horse|horse|male|Xanth|||M6|
Day Stallion|day horse|male|Xanth||is the leader of the Day Mares and day dreams. He is a golden wingless flying horse and invisible to people. His task is to assign daydreams to their day mare carriers. He caused the Time of No Bad Dreams.|6, 26, m36|
De Crease|human|male|Xanth|losing weight, size, whatever||32|
De Flate|crossbreed|male|Xanth Reality 6||is a half demon. He is the only person who can shut ^Filly Buster (SN)^ off.|m30|
DeCrypt|demon|male|Xanth|decoding things||31|
DeMonica|crossbreed|female|Xanth|her hair changing without notice|is a dusky curvaceous beauty. She is DoMinica in Xanth Reality 6. ^Pia Putz^ and ^Breanna^ conjectured her two children with Ted. She hosted of ^Tara^ in Xanth while Tara was in ghost form.|m20, m22, 23, 24, 26, 28, 29, M30, m31, M41|
Deanna|faun|female|Ptero||has a nymph torso and goat legs.|21|
Death|major demon|male|Other||His name is stylized as D(E/A)th.|m2|
Debbie|human|female|Xanth||got to ride a Day Mare for a day while she delivered daydreams.|35|
Debra|human|female|Factory; Xanth||was created by the Factory as a 13 year old girl with a curse, men want to de-bra her when her name is said. She was made real and aged to 18 by ^Nimby^.|M31|
Dee|human|female|Xanth|||M1, m2, m6|
Dee Ceased|human; zombie|female|Xanth|||22|
Dee Composed|human; zombie|female|Xanth|||22|
Deet Keet|parakeet||Ptero||is one of a Pair o' Keets, the other is ^Peet Keet^.|21|
Defend Ant|ant|male|Xanth|||32|2
Deidre (CE)|human|female|Xanth|oversight||28|
Deidre (PP)|human|female|Xanth|knowing talents||m29|
Deja|human|male|Xanth, Twin City|seeing the future|was a young man ^David Baldwin^ met.|20|
Dele|human|female|Xanth|changing the age of a person||33|
Dell|crossbreed|male|Xanth|changing into any land-bound creature|appears human.|24|
Demetrius|human|male|Xanth||was an agent of ^Ragna^ Roc.|32|
Demon Info|demon|male|Xanth||is the demon of Information.|31|
Demon Queen|demon|female|Xanth||sentenced Fracto to 3.9 years in solid form, many years ago.|m24|
Demon S|demon|male|Xanth Reality 5||is a male demoness.|30|7
Demon Strate|demon|male|Xanth, Isle of Fellowship||lost his family when it was unhappened by the ^Dastard^.|24|
Demos|crossbreed|male|Ptero|charging things with magic|was in Limbo until his talent was named.|21|
Denephew|human|male|Xanth|telling terrible jokes||31|
Deniece|human|female|Xanth|telling terrible jokes||31|
Denim|human|male|Always-Always|turning cotton into a hard substance||m30|
Dennis|human|male|Xanth Reality 6, Gourd|||30|
Dent|robot|male|Xanth|||34|
Depth|major demon|male|Other||His name is stylized as D(E/P)th.|m2|12
Descartes|human|male|Mundania, France||doubted everything.|m12|
Desi|illusion|female|Xanth||was a demonic illusion of ^Desiree^ encountered in the city of Hinge.|M18|
Desiree|dryad|female|Xanth||was the "So long hoped for" Girl in the Wood. She is also known as Desi the Desolate.|18, 19, m24, m32|
Destiny|human|female|Xanth|changing a person's destiny||24|
Destroy-Her|major demon||Other||may be using the Gourd Realm to contaminate other Demons with trace souls, getting them interested in mortal affairs.|m40 |
Detective Patrick|human|male|Xanth||asked for an Answer from ^Humfrey^ and would not perform the Service.|26|
Devin McClane Kowalick|human|male|Mundania; Xanth Reality 6||was 1 and a half years old when introduced.|30|
Diamond|dog|female|Mundania; Xanth||is a mundane dog found in the cave with ^Cory^ and ^Tessa^. She traveled with ^Cube^ thereafter.She and Cube were woken in the Peace Forrest by ^Lucidia Fieldspur^, ^Tala^, and ^Oceanna^. |27|
Diana|human|female|Xanth Reality 6, Gourd|||30|
Diana Betic|human|female|Xanth|making things that are sweet become less so and those that are not sweet become more so|^Pia Putz^, on a call to ^Com Passion^, wants to tell her to seek a healing spring like Pia did to heal her condition since she is probably from Mundania.|m24|
Diar|thing||Ptero||explodes into a sickeningly sweet stench when it converges with ^Rhea^. It is disreputable.|41|
Dick Philip|human|male|Xanth||writes of wild books. He loves Olive because she can help him by acting as his Muse.|33|
Dick Shun Ary|human|male|Xanth, Library Forrest|||m23|
Digit Alice|human|female|Xanth|healing massages and interior organs|was a passenger on the Trollway train.|28|
Dina|human|female|Xanth|changing the environment with her emotions||m30|
Dipper|bird|male|Xanth; Heaven||flys, runs, and swims. He was originally on the quest but switched with ^Angela (AA)^ when she wanted to join the group.|M34|
Director of Play|curse fiend||Ptero||was an unnamed Curse Fiend at Good Magician's castle.|21|
Dis Tractor|human|male|Xanth|getting interested in the wrong things||34|
Disa Pointer|dog||Xanth||is a pet of ^Vera Similitude^.|m22|
Disinfect Ant|ant|male|Xanth|||m32|2
DoMinica|crossbreed|female|Xanth Reality 6|||30|
Dogma|dog|female|Xanth||is the leader of the dog pack.|18|
Dogwood|elf|male|Xanth, Region of the Elves||is armed with a spear tipped with a canine tooth.|8|
Dol|human|male|Ptero|turning inanimate things living||m23|
Dolin|human|male|Ptero|doing and knowing the right thing|is muscular and handsome with flowing yellow hair. He has a crown. He was killed by the ^Sea Hag^ in Xanth Reality 2 when he was 8 years old. He was brought to the main Xanth reality to save him when he was 25 years old. He pronounces "weave" as "weeve". He played the the ^Cowardly Scion^ in the "Wizard of Waz".|24, 27, M41|
Dolin's Host|human|male|Xanth|knowing when to keep his mouth shut|is an unnamed and ignorant country boy who became a host for ^Dolin^.|41|
Doll|human|female|Xanth||is the Doll of the Day.|m4|
Dolph|human|male|Xanth, Castle Roogna|changing shape instantly|changes his own form instantly, which is helpful in his many adventures, some incognito such as when he becomes a dragonfly named Phold when he attended the wedding of ^Chex^ and ^Cheiron^ with ^Draco^. He was once betrothed to Nada and Electra at the same time. Because of alternate realities; he is married to Electra, Taplin, and Nada with children by each of them. In one alternate reality, he and Nada went on a Guilt Trip and undid their marriage and their son Donald. ^Handy^ was his monster under the bed when he was a child.|8, 9, 10, M11, M12, M13, m14, 15, m16, m17, m18, M19, 20, 21, M22, m23, m24, m29, m30, m31, m35, m36, 41|
Don|human|male|Xanth|changing gender at will|When he is female, she is called ^Dot (XOC)^.|23|
Don Donkey|robot|male|Xanth||is ^Cyrus (TTTF)'s^ steed and companion who has a circuit so Cyrus, if he wants, can see and hear what Don does. ^Burrito^ was assigned to him while he was in Castle Rock Candy.|M32|
Don Quixote|human|male|Xanth||was mentioned by ^Ichabod^.|m6|
Donald (ASFC)|human|male|Xanth|flying|died seeking wealth to feed his family and became a shade.|1, m22|
Donald (SN)|crossbreed|male|Xanth Reality 6|changing his and other's forms, temporarily|disappeared after his parents went on their Guilt Trip.|m30|
Donkey|centaur|male|Xanth|changing his hoof-color|resembles the animal he is named after, with a small, grey body, and large ears. He is a friend of ^Ivy^, ^Murphy^, and ^Electra^.|M12, m13|
Donna|human|male|Xanth||is a character in the story the jurors were telling ^Mentia^.|m19|
Doofus|dragon; zombie||Xanth|||18|
Doorthy|human|female|Xanth||is a character in "The Lizard of Waz" written by ^Goar^ and played by ^Isis^ in ^Amara^.|41|
Dor|human|male|Xanth, Castle Roogna|conversing with inanimate|was the twentieth King of Human Xanth after he served as King pro tem during the NextWave invasion. He undertook a tapestry adventure and befriended ^Jumper (CaR)^ there. He took over the body of ^Mike (CaR)^.|M3, M4, 5, 6, 7, 8, m9, 10, 11, 12, m13, 14, 15, m17, m19, 20, m21, M22, m25, m26, m28, 29, m30, m31, m33, m34, m35, m36|
Dora|human|female|Xanth|||33|
Doreen|human; ghost|female|Xanth, Castle Roogna||is a kitchen maid in Castle Roogna. She appears middle-aged, portly, and snappish.|4|
Doris (FP)|day horse|female|Xanth||is in a joint dream of the children.|39|
Doris (VOTV)|curse fiend|female|Xanth, Gateway Castle||was young when met.|10|
Doris (WC)|human|female|Xanth|no one can lie to her; she always knows the truth when a statement is made||35|
Dot (FAG)|human|female|Xanth|making a spot on the wall that is a tiny picture, expanded spot on wall||21|
Dot (XOC)|human|female|Xanth|changing gender at will|When she is male, he is called ^Don^.|23|
Dr. Moribund|human|male|Xanth||is a mad scientist who switches people's body parts. He created ^Frank (BS)^. He switched Mexine's malformed tail with ^Maddy's^ good legs.|38, 39|
Draco|dragon|male|Xanth, Mount Etamin||is the firedrake who took the Firewater Opal from ^Merwin^ the merman in a misunderstood contest. He redeems himself later. He brought ^Dolph^ to ^Nabob^ then took him to the wedding of ^Chex^ and ^Cheiron^. He met Becka's mother at a love spring. ^Brick^ guards his lair.|M11, m13, 15, m19, m23, 24, m25, m28, m29|
Dragoman|dragon|male|Xanth||collects maidens. He was responsible for encasing ^Ida^ in crystal until she was found and freed by ^Mela^ and ^Okra^. He became an interpreter. He is the love slave of ^Brunhilda^.|15, 31|
Dragon King (CaR)|dragon|male|Xanth||is magnificent and very intelligent, as befitting his rank. He has iridescent scales, bright brass claws, a gold-plated snout, and eyes like moons.|3|
Dragon King (FP)|dragon|male|Xanth, Playground Storage||is looking for a queen. is looking for a queen. He held ^Hagar^, ^Wesla^, ^Goldie (FP)^, and ^Astrid (FP)^ and the children captive.|39|
Dragon Lady (FP)|dragon|female|Xanth, Playground Storage||is the mistress of the ^Dragon King (FP)^ and aspiring future wife.|39|
Dragon Lady (OO)|dragon|female|Xanth||is the queen and leader of dragons. She has a penchant for "Monster Comics".|5|
Dragon Lady (TTTF)|dragon|female|Xanth||is a member of ^Cyrus (TTTF)'s^ troupe. ^Masque^ was assigned to her while she was in Castle Rock Candy.|M32|
Dragondola|creature|male|Xanth||was a defender of the Good Magician's castle. He first appears as a dragon but is helpful in his own way actually.|15|
Dragontail|dragon|male|Xanth||was a dignitary at the wedding of ^Chex^ and ^Cheiron^.|m11|
Drarplin|crossbreed|male|Cone, Outside||is a dragon/harpy/goblin crossbreed.|22|
Dread|dragon|male|Xanth||is a rogue smoker.|37|
Dread Redhead|demon|male|Xanth|piping open doors with a hornpipe|disguised himself as a young, trapped child to trick ^Rose^.|14|
Drek|dragon|male|Phaze; Xanth|mood breath|was found hiding in Phaze. His breath ranges for flower-like when he is in a good mood to sickeningly rancid when in a bad mood.|M27, 28, m37|
Drew (CuR)|dragon|male|Dragon; Xanth||is one of the new dragons from Dragon World now in Xanth. He is a small telepathic dragon with blue hide who accompanies ^Clio^ on her Quest.|M28|
Drew (GWITS)|human|male|Xanth Reality 3 (GWITS), Caprice Castle|sensate focus|is the proprietor of Caprice Castle in Xanth Reality 3.|M41|
Drivel|sea serpent|female|Xanth|||26|
Dropsy|human; zombie|female|Xanth|||22|
Druce|dragon|male|Xanth||is educated and can talk.|38|
Drusie|dragon|female|Dragon; Xanth||is one of the new dragons from Dragon World now in Xanth. She is a small telepathic dragon with pink hide who accompanies ^Clio^ on her Quest.|M28|
Dudley Dragonman|human|male|Xanth|swelling to 50% greater size, growing talons, skin turnsing crimson, and snorting fire when angry|was raised by a dragon infected by a Mother Hood.|36|
Dug|human|male|Mundania||is a skeptical but spunky young man who enters Xanth by way of his computer, to compete in the adventure game that ^Edsel^ introduced him to. He chose ^Nada^ as his companion in the game. He was a companion of ^Chlorine^ and ^Nimby^ when they visited Mundania.|M16, m18, M19, M23, m29|
Dupli Kate|human|female|Xanth|making twins or triplicates of a person||27|
Dusti|dust devil|female|Xanth|||M32|
Dusty|dust devil|male|Xanth|||M32|
Dye-A-Log|log||Xanth|talking colorfully||34|
Dyrak|crossbreed||Xanth||is a demon/centaur crossbreed.|23|
Dyslexia|human|female|Xanth||was a date arranged for ^Grey^ by ^Sending^. She was an attractive young woman who is nice but has trouble reading.|12|
Dysnomia|dwarf demon|female|Milky Way Galaxy, Solar System|spirit of lawlessness||39|
E Coli|creature||Xanth||was poisonous but was changed by Edsel into Broc Coli.|23|
E-Gull|bird||Gourd, Lost Path|||29|
E. Timber Bram|human|male|Xanth||was the Royal Historian of Xanth appointed by ^Humfrey^.|14|
Each Ment|imp|male|Ptero, Comic Strip|||24|
Earth|major demon|male|Milky Way Galaxy, Solar System||has the ambiance of Gravity. It was introduced as a shemale, but it shows mostly a male aspect. In ^Xanth's^ opinion, she is rather Mundanish. He was tricked and captured by ^Fornax^. He was hosted by ^Justin (ASFC)^ and was assigned the emotion of hope by the Swell Foop. He shares rule of Earth, the world, with Demon Gaia. His name is stylized as E&lt;A/R&gt;th.|m2, m9, m16, m19, 20, m22, m23, 25, m26, m27, m28, 31, 34, m36, 37, m38, 39, m40|
Ease|human|male|Xanth|making hard things easy|adopted Squid. He is the grandson of Grandpaw. He is strong, handsome, smart, but unknown. He is not able to affect emotions or causes. He has short curly blond hair, bit of a blond beard, and a muscular body.|m34, M38, M39|
Ebnez|human|male|Xanth, South Village|adapting objects by enhancing or partially transforming them|was the sixteenth King of Human Xanth. He sent his daughters to Castle Roogna to protect them from the Twelfth Wave.|m1, 14, m25, m28, m34|
Eck Sray|human|male|Xanth|seeing through things||24|
Ecolo-G|letter bug||Ptero, Comic Strip||is wearing a G-string.|m28|17
Eddie Tor|human|male|Xanth||has unreasonable standards in writing.|m14|
Ede|imp|male|Xanth, Imp Perial||works with rubies.|20|
Edi Bull|bovine|male|Pyramid, Blue Face|||m21|
Edsel|human|male|Mundania|modifying or deflecting the talents of others; it was creating solid illusionary creatures|is a friend of ^Dug^ who introduced him to the game of Xanth. He switched bodies with ^Nimby^ to visit Xanth, and ^Breanna^ and ^Justin (ASFC)^ were his and Pia's companions.|16, m18, M23, m25|
Eenie|human|female|Xanth|fleeing fleetly to the market|was affected by "The Three Little Prigs" written by ^Goar^. She played Prig 1 who had a straw house.|41|
Effi-G|letter bug||Ptero, Comic Strip||is wearing a G-string.|m28|17
Egor|ogre; zombie|male|Xanth||is in service to the ^Zombie Master^.|3, m4|
Eight Bits|horse|male|Xanth||is the assembled quarter-horse.|19|
Eight Late|human|male|Gourd|dehancement|is an aspect of ^MPD^.|19|
